,YEAR,JOB_TITLE,BRANCH,JOB_LOCATION,LOC_STATE,LOC_REGION
5651,2012,Construction engineer,MEC,Rourkela,Orissa,Central
5652,2013,Environmental engineer,CIV,Shimla,Himachal Pradesh,North
5653,2011,Communication engineer,ECE,Jammu,Jammu and Kashmir,North
5654,2012,Public health engineer,CIV,Pune,Maharashtra,Central
5655,2018,Information security analyst,CSE/IT,Durgapur,West Bengal,East
5656,2014,Geotechnical engineer,CIV,Panipat,Haryana,West
5657,2017,Transportation engineer,CIV,Vadodara,Gujarat,West
5658,2016,Communication engineer,ECE,Gangtok,Seven Sisters,East
5659,2015,Systems engineer,EEE,Gandhinagar,Gujarat,West
5660,2012,Land surveyor,CIV,Chandigarh,Punjab,North
5661,2017,Transportation engineer,CIV,Chennai,Tamil Nadu,South
5662,2019,Telecommunication engineer,EEE,Chandigarh,Punjab,North
5663,2014,Telecommunication engineer,EEE,Chennai,Tamil Nadu,South
5664,2018,Chemical engineer,CHEM,Aizawal,Seven Sisters,East
5665,2014,Instrumentation engineer,ECE,Gaya,Bihar,Central
5666,2018,Software analyst,ECE,Kochi,Kerala,South
5667,2020,Petroleum engineer,CHEM,Nagpur,Maharashtra,Central
5668,2018,Electrical engineer,EEE,Noida,Uttar Pradesh,North
5669,2018,Environmental waste management,CHEM,Vadodara,Gujarat,West
5670,2013,Database administrator,CSE/IT,Srinagar,Jammu and Kashmir,North
5671,2016,technician,CHEM,Patna,Bihar,Central
5672,2012,Chemical plant director,CHEM,Shillong,Seven Sisters,East
5673,2021,technician,CHEM,Ahmedabad,Gujarat,West
5674,2012,Process safety engineer,CHEM,Visakhapatnam,Andhra Pradesh,South
5675,2018,AI engineer,CSE/IT,Nagpur,Maharashtra,Central
5676,2011,Service engineer,ECE,Puri,Orissa,Central
5677,2017,Land surveyor,CIV,Raipur,Chattisgarh,Central
5678,2013,Microelectrical engineer,EEE,Roorkee,Uttarakhand,North
5679,2016,Service engineer,ECE,Raipur,Chattisgarh,Central
5680,2015,Geotechnical engineer,CIV,Raigarh,Chattisgarh,Central
5681,2011,Field test engineer,ECE,Jodhpur,Rajasthan,West
5682,2016,Plant process engineer,CHEM,Tirupathi,Andhra Pradesh,South
5683,2016,Construction engineer,MEC,Kolkata,West Bengal,East
5684,2013,Substation technician,EEE,Chennai,Tamil Nadu,South
5685,2015,Construction engineer,MEC,Guwahati,Seven Sisters,East
5686,2013,Architect,CIV,Vadodara,Gujarat,West
5687,2014,Chemical plant director,CHEM,Allahabad,Uttar Pradesh,North
5688,2013,Architect,CIV,Jammu,Jammu and Kashmir,North
5689,2011,Public health engineer,CIV,Gwalior,Madhya Pradesh,Central
5690,2011,Environmental waste management,CHEM,Udaipur,Rajasthan,West
5691,2016,Information security analyst,CSE/IT,Gurgaon,Haryana,West
5692,2021,Structural engineer,MEC,Panipat,Haryana,West
5693,2021,Telecom engineer,ECE,Dhanbad,Jharkhnad,Central
5694,2015,Electrical design engineer,EEE,Bilaspur,Himachal Pradesh,North
5695,2017,Microelectrical engineer,EEE,Jamshedpur,Jharkhnad,Central
5696,2013,Engineering management,CIV,Madurai,Tamil Nadu,South
5697,2012,Electronics engineer,ECE,Chennai,Tamil Nadu,South
5698,2019,Urban planning engineer,CIV,Dehradun,Uttarakhand,North
5699,2017,technician,CHEM,Howrah,West Bengal,East
5700,2021,Geotechnical engineer,CIV,Gangtok,Seven Sisters,East
5701,2011,Software developer,CSE/IT,Gwalior,Madhya Pradesh,Central
5702,2018,AI engineer,CSE/IT,Itanagar,Seven Sisters,East
5703,2012,Material engineer,CHEM,Gaya,Bihar,Central
5704,2011,Plant process engineer,CHEM,Dhanbad,Jharkhnad,Central
5705,2020,UX designer,CSE/IT,Kolkata,West Bengal,East
5706,2017,technician,CHEM,Bhopal,Madhya Pradesh,Central
5707,2020,Database administrator,CSE/IT,Visakhapatnam,Andhra Pradesh,South
5708,2017,Environmental waste management,CHEM,Dhanbad,Jharkhnad,Central
5709,2012,App developer,CSE/IT,Chennai,Tamil Nadu,South
5710,2017,Material engineer,CHEM,Dispur,Seven Sisters,East
5711,2020,Plant process engineer,CHEM,Bilaspur,Himachal Pradesh,North
5712,2019,Construction manager,CIV,Jodhpur,Rajasthan,West
5713,2020,Land surveyor,CIV,Jamshedpur,Jharkhnad,Central
5714,2021,Aerospace engineer,MEC,Chennai,Tamil Nadu,South
5715,2017,Chemical plant director,CHEM,Imphal,Seven Sisters,East
5716,2016,Broadcast engineer,EEE,Vadodara,Gujarat,West
5717,2013,Transportation engineer,CIV,Shillong,Seven Sisters,East
5718,2015,Computer network architect,CSE/IT,Howrah,West Bengal,East
5719,2021,Electrical design engineer,EEE,Bhopal,Madhya Pradesh,Central
5720,2018,Software developer,CSE/IT,Raipur,Chattisgarh,Central
5721,2020,Engineering management,CIV,Silchar,Seven Sisters,East
5722,2017,technician,CHEM,Dharwad,Karnataka,South
5723,2011,IT project manager,CSE/IT,Surat,Gujarat,West
5724,2015,Geotechnical engineer,CIV,Dispur,Seven Sisters,East
5725,2015,Substation technician,EEE,Silchar,Seven Sisters,East
5726,2014,Electrical engineer,EEE,Kochi,Kerala,South
5727,2019,Plant process engineer,CHEM,Chennai,Tamil Nadu,South
5728,2012,Instrumentation engineer,ECE,Ranchi,Jharkhnad,Central
5729,2020,Thermal engineer,MEC,Silchar,Seven Sisters,East
5730,2019,Product designer,MEC,Gandhinagar,Gujarat,West
5731,2011,Product designer,MEC,Khammam,Telangana,South
5732,2018,UX designer,CSE/IT,Dharwad,Karnataka,South
5733,2011,Quality engineer,MEC,Kohina,Seven Sisters,East
5734,2012,Network planning engineer,ECE,Patna,Bihar,Central
5735,2013,Controls engineer,EEE,Gaya,Bihar,Central
5736,2015,Production engineer,MEC,Raigarh,Chattisgarh,Central
5737,2021,Electrical engineer,EEE,Jaipur,Rajasthan,West
5738,2012,Telecom engineer,ECE,Kanpur,Uttar Pradesh,North
5739,2014,Broadcast engineer,EEE,Haridwar,Uttarakhand,North
5740,2011,Communication engineer,ECE,Kochi,Kerala,South
5741,2011,Web developer,CSE/IT,Itanagar,Seven Sisters,East
5742,2020,Telecom engineer,ECE,Srinagar,Jammu and Kashmir,North
5743,2012,Network planning engineer,ECE,Gangtok,Seven Sisters,East
5744,2018,Software developer,CSE/IT,Rourkela,Orissa,Central
5745,2021,Controls engineer,EEE,Jammu,Jammu and Kashmir,North
5746,2014,Instrumentation engineer,ECE,Rourkela,Orissa,Central
5747,2016,Field test engineer,ECE,Kanpur,Uttar Pradesh,North
5748,2012,Communication engineer,ECE,Nellore,Andhra Pradesh,South
5749,2019,Hardware engineer,EEE,Gangtok,Seven Sisters,East
5750,2011,Thermal engineer,MEC,Kanpur,Uttar Pradesh,North
5751,2015,IT project manager,CSE/IT,Dhanbad,Jharkhnad,Central
5752,2015,Petroleum engineer,CHEM,Itanagar,Seven Sisters,East
5753,2011,Electrical project manager,EEE,Dhanbad,Jharkhnad,Central
5754,2011,Systems engineer,EEE,Visakhapatnam,Andhra Pradesh,South
5755,2016,Material engineer,CHEM,Vellore,Tamil Nadu,South
5756,2012,Telecom engineer,ECE,Raigarh,Chattisgarh,Central
5757,2020,Petroleum engineer,CHEM,Jammu,Jammu and Kashmir,North
5758,2012,Microelectrical engineer,EEE,Chandigarh,Punjab,North
5759,2013,Environmental waste management,CHEM,Kolkata,West Bengal,East
5760,2018,Material engineer,CHEM,Vadodara,Gujarat,West
5761,2018,Electrical engineer,EEE,Jammu,Jammu and Kashmir,North
5762,2014,Product designer,MEC,Haridwar,Uttarakhand,North
5763,2018,Chemical engineer,CHEM,Shimla,Himachal Pradesh,North
5764,2011,Web developer,CSE/IT,Jaipur,Rajasthan,West
5765,2011,Architect,CIV,Dehradun,Uttarakhand,North
5766,2013,System architect,CSE/IT,Roorkee,Uttarakhand,North
5767,2016,Aerospace engineer,MEC,Visakhapatnam,Andhra Pradesh,South
5768,2013,Controls engineer,EEE,Vellore,Tamil Nadu,South
5769,2018,Field test engineer,ECE,Mumbai,Maharashtra,Central
5770,2014,Electrical project manager,EEE,Pune,Maharashtra,Central
5771,2011,Broadcast engineer,EEE,Visakhapatnam,Andhra Pradesh,South
5772,2019,Architect,CIV,Chennai,Tamil Nadu,South
5773,2014,technician,CHEM,Silchar,Seven Sisters,East
5774,2014,Electronics engineer,ECE,Hyderabad,Telangana,South
5775,2017,Architect,CIV,Gaya,Bihar,Central
5776,2020,System architect,CSE/IT,Raigarh,Chattisgarh,Central
5777,2013,Process safety engineer,CHEM,Vadodara,Gujarat,West
5778,2016,Embedded system engineer,ECE,Vadodara,Gujarat,West
5779,2012,Automation engineer,MEC,Kanpur,Uttar Pradesh,North
5780,2019,Quality engineer,MEC,Kochi,Kerala,South
5781,2020,Urban planning engineer,CIV,Panaji,Goa,South
5782,2019,Drafter,CIV,Kanpur,Uttar Pradesh,North
5783,2012,IT project manager,CSE/IT,Allahabad,Uttar Pradesh,North
5784,2016,Product designer,MEC,Dehradun,Uttarakhand,North
5785,2014,Land surveyor,CIV,Bhopal,Madhya Pradesh,Central
5786,2020,Manufacturing engineer,MEC,Warangal,Telangana,South
5787,2013,Instrumentation engineer,ECE,Mysore,Karnataka,South
5788,2019,Transportation engineer,CIV,Shimla,Himachal Pradesh,North
5789,2020,Field test engineer,ECE,Jalandhar,Punjab,North
5790,2018,Aerospace engineer,MEC,Panaji,Goa,South
5791,2021,Transportation engineer,CIV,Panaji,Goa,South
5792,2014,Aerospace engineer,MEC,Itanagar,Seven Sisters,East
5793,2019,Thermal engineer,MEC,Silchar,Seven Sisters,East
5794,2020,Telecom engineer,ECE,Nellore,Andhra Pradesh,South
5795,2014,Engineering management,CIV,Vellore,Tamil Nadu,South
5796,2017,Product engineer,CHEM,Pune,Maharashtra,Central
5797,2019,Urban planning engineer,CIV,Indore,Madhya Pradesh,Central
5798,2017,Chemical plant director,CHEM,Dehradun,Uttarakhand,North
5799,2016,Controls engineer,EEE,Gaya,Bihar,Central
5800,2016,Plant process engineer,CHEM,Kohina,Seven Sisters,East
5801,2012,Electronics engineer,ECE,Chandigarh,Punjab,North
5802,2016,UX designer,CSE/IT,Vadodara,Gujarat,West
5803,2017,Production engineer,MEC,Bhopal,Madhya Pradesh,Central
5804,2016,Quality engineer,MEC,Surat,Gujarat,West
5805,2017,Database administrator,CSE/IT,Gangtok,Seven Sisters,East
5806,2011,Communication engineer,ECE,Kohina,Seven Sisters,East
5807,2021,Structural engineer,MEC,Thiruvananthapuram,Kerala,South
5808,2017,Service engineer,ECE,Patna,Bihar,Central
5809,2021,Embedded system engineer,ECE,Gandhinagar,Gujarat,West
5810,2017,Systems engineer,EEE,Jammu,Jammu and Kashmir,North
5811,2011,Hardware engineer,EEE,Mumbai,Maharashtra,Central
5812,2016,Information security analyst,CSE/IT,Mumbai,Maharashtra,Central
5813,2017,UX designer,CSE/IT,Jodhpur,Rajasthan,West
5814,2021,Electrical project manager,EEE,Jodhpur,Rajasthan,West
5815,2014,Software developer,CSE/IT,Khammam,Telangana,South
5816,2014,Software developer,CSE/IT,Kolkata,West Bengal,East
5817,2015,Product engineer,CHEM,Hyderabad,Telangana,South
5818,2017,Information security analyst,CSE/IT,Srinagar,Jammu and Kashmir,North
5819,2019,Software analyst,ECE,Shimla,Himachal Pradesh,North
5820,2016,Engineering management,CIV,Surat,Gujarat,West
5821,2017,Environmental waste management,CHEM,Silchar,Seven Sisters,East
5822,2020,Process safety engineer,CHEM,Panipat,Haryana,West
5823,2014,Construction engineer,MEC,Gurgaon,Haryana,West
5824,2017,Instrumentation engineer,ECE,Visakhapatnam,Andhra Pradesh,South
5825,2019,Process design engineer,CHEM,Gaya,Bihar,Central
5826,2014,Network planning engineer,ECE,Aizawal,Seven Sisters,East
5827,2013,Web developer,CSE/IT,Amritsar,Punjab,North
5828,2015,Product engineer,CHEM,Visakhapatnam,Andhra Pradesh,South
5829,2015,Broadcast engineer,EEE,Mumbai,Maharashtra,Central
5830,2016,Environmental engineer,CIV,Hyderabad,Telangana,South
5831,2014,Software analyst,ECE,Jaipur,Rajasthan,West
5832,2016,Chemical engineer,CHEM,Silchar,Seven Sisters,East
5833,2020,Computer network architect,CSE/IT,Kanpur,Uttar Pradesh,North
5834,2012,Environmental engineer,CIV,Aizawal,Seven Sisters,East
5835,2021,Engineering management,CIV,Mysore,Karnataka,South
5836,2011,Electrical design engineer,EEE,Dharwad,Karnataka,South
5837,2019,Drafter,CIV,Madurai,Tamil Nadu,South
5838,2011,Software developer,CSE/IT,Jalandhar,Punjab,North
5839,2013,Service engineer,ECE,Kanpur,Uttar Pradesh,North
5840,2021,Material engineer,CHEM,Bhubaneswar,Orissa,Central
5841,2019,AI engineer,CSE/IT,Shimla,Himachal Pradesh,North
5842,2018,Aerospace engineer,MEC,Howrah,West Bengal,East
5843,2018,technician,CHEM,Ahmedabad,Gujarat,West
5844,2014,Land surveyor,CIV,Pune,Maharashtra,Central
5845,2012,Plant process engineer,CHEM,Khammam,Telangana,South
5846,2019,Product engineer,CHEM,Mysore,Karnataka,South
5847,2014,Construction manager,CIV,Bengaluru,Karnataka,South
5848,2021,Structural engineer,MEC,Jamshedpur,Jharkhnad,Central
5849,2011,Controls engineer,EEE,Amritsar,Punjab,North
5850,2013,Product designer,MEC,Nagpur,Maharashtra,Central
5851,2014,Management consultant,MEC,Puri,Orissa,Central
5852,2012,IT project manager,CSE/IT,Shimla,Himachal Pradesh,North
5853,2019,Hardware engineer,EEE,Chennai,Tamil Nadu,South
5854,2015,Environmental engineer,CIV,Raigarh,Chattisgarh,Central
5855,2019,Product designer,MEC,Vijayawada,Andhra Pradesh,South
5856,2014,Geotechnical engineer,CIV,Amritsar,Punjab,North
5857,2017,Instrumentation engineer,ECE,Vijayawada,Andhra Pradesh,South
5858,2016,Transportation engineer,CIV,Jaipur,Rajasthan,West
5859,2016,Chemical plant director,CHEM,Shillong,Seven Sisters,East
5860,2015,System architect,CSE/IT,Allahabad,Uttar Pradesh,North
5861,2019,Electronics design engineer,ECE,Chandigarh,Punjab,North
5862,2017,Quality engineer,MEC,Raipur,Chattisgarh,Central
5863,2021,Environmental engineer,CIV,Gurgaon,Haryana,West
5864,2015,Structural engineer,MEC,Kochi,Kerala,South
5865,2017,Electrical design engineer,EEE,Vijayawada,Andhra Pradesh,South
5866,2011,Database administrator,CSE/IT,Ranchi,Jharkhnad,Central
5867,2018,Field test engineer,ECE,Nellore,Andhra Pradesh,South
5868,2011,Electronics design engineer,ECE,Pune,Maharashtra,Central
5869,2016,Systems engineer,EEE,Raigarh,Chattisgarh,Central
5870,2020,Land surveyor,CIV,Gandhinagar,Gujarat,West
5871,2014,Communication engineer,ECE,Silchar,Seven Sisters,East
5872,2020,Broadcast engineer,EEE,Aizawal,Seven Sisters,East
5873,2013,Database administrator,CSE/IT,Chennai,Tamil Nadu,South
5874,2011,Telecommunication engineer,EEE,Amritsar,Punjab,North
5875,2017,Architect,CIV,Dhanbad,Jharkhnad,Central
5876,2021,Geotechnical engineer,CIV,Jammu,Jammu and Kashmir,North
5877,2019,Controls engineer,EEE,Jamshedpur,Jharkhnad,Central
5878,2013,Construction manager,CIV,Silchar,Seven Sisters,East
5879,2017,Instrumentation engineer,ECE,Nagpur,Maharashtra,Central
5880,2017,Telecom engineer,ECE,Mysore,Karnataka,South
5881,2019,Production engineer,MEC,Dhanbad,Jharkhnad,Central
5882,2012,Quality engineer,MEC,Kolkata,West Bengal,East
5883,2021,Software developer,CSE/IT,Bhubaneswar,Orissa,Central
5884,2020,Web developer,CSE/IT,Visakhapatnam,Andhra Pradesh,South
5885,2017,Electronics engineer,ECE,Shimla,Himachal Pradesh,North
5886,2020,Plant process engineer,CHEM,Haridwar,Uttarakhand,North
5887,2012,Material engineer,CHEM,Gaya,Bihar,Central
5888,2011,Field test engineer,ECE,Warangal,Telangana,South
5889,2015,Plant process engineer,CHEM,Jamshedpur,Jharkhnad,Central
5890,2013,Geotechnical engineer,CIV,Raigarh,Chattisgarh,Central
5891,2016,App developer,CSE/IT,Gurgaon,Haryana,West
5892,2014,Database administrator,CSE/IT,Srinagar,Jammu and Kashmir,North
5893,2021,Plant process engineer,CHEM,Vellore,Tamil Nadu,South
5894,2015,Production engineer,MEC,Gwalior,Madhya Pradesh,Central
5895,2021,Instrumentation engineer,ECE,Vellore,Tamil Nadu,South
5896,2020,System architect,CSE/IT,Noida,Uttar Pradesh,North
5897,2020,Instrumentation engineer,ECE,Visakhapatnam,Andhra Pradesh,South
5898,2016,Manufacturing engineer,MEC,Itanagar,Seven Sisters,East
5899,2020,Product engineer,CHEM,Udaipur,Rajasthan,West
5900,2020,Chemical plant director,CHEM,Bengaluru,Karnataka,South
5901,2013,Field test engineer,ECE,Jamshedpur,Jharkhnad,Central
5902,2016,Management consultant,MEC,Gandhinagar,Gujarat,West
5903,2017,Construction engineer,MEC,Roorkee,Uttarakhand,North
5904,2015,Environmental engineer,CIV,Panaji,Goa,South
5905,2016,Telecom engineer,ECE,Jamshedpur,Jharkhnad,Central
5906,2017,Structural engineer,MEC,Ranchi,Jharkhnad,Central
5907,2015,Transportation engineer,CIV,Jalandhar,Punjab,North
5908,2016,Controls engineer,EEE,Lucknow,Uttar Pradesh,North
5909,2015,Electrical engineer,EEE,Panaji,Goa,South
5910,2018,IT project manager,CSE/IT,Gurgaon,Haryana,West
5911,2011,UX designer,CSE/IT,Imphal,Seven Sisters,East
5912,2014,Construction engineer,MEC,Bhubaneswar,Orissa,Central
5913,2015,Information security analyst,CSE/IT,Bengaluru,Karnataka,South
5914,2013,Software developer,CSE/IT,Roorkee,Uttarakhand,North
5915,2011,Telecom engineer,ECE,Panipat,Haryana,West
5916,2017,Systems engineer,EEE,Tirupathi,Andhra Pradesh,South
5917,2014,Petroleum engineer,CHEM,Howrah,West Bengal,East
5918,2016,Telecom engineer,ECE,Thiruvananthapuram,Kerala,South
5919,2019,Electrical project manager,EEE,Itanagar,Seven Sisters,East
5920,2011,IT project manager,CSE/IT,Bengaluru,Karnataka,South
5921,2012,Drafter,CIV,Pune,Maharashtra,Central
5922,2015,Telecommunication engineer,EEE,Mysore,Karnataka,South
5923,2012,Electrical project manager,EEE,Amritsar,Punjab,North
5924,2012,Chemical plant director,CHEM,Imphal,Seven Sisters,East
5925,2013,Electrical design engineer,EEE,Dehradun,Uttarakhand,North
5926,2013,Electrical project manager,EEE,Noida,Uttar Pradesh,North
5927,2015,Land surveyor,CIV,Gangtok,Seven Sisters,East
5928,2014,Drafter,CIV,Gaya,Bihar,Central
5929,2015,technician,CHEM,Kochi,Kerala,South
5930,2014,IT project manager,CSE/IT,Ahmedabad,Gujarat,West
5931,2017,Broadcast engineer,EEE,Dehradun,Uttarakhand,North
5932,2018,Electronics design engineer,ECE,Shillong,Seven Sisters,East
5933,2011,Controls engineer,EEE,Allahabad,Uttar Pradesh,North
5934,2013,Communication engineer,ECE,Nagpur,Maharashtra,Central
5935,2019,Information security analyst,CSE/IT,Nellore,Andhra Pradesh,South
5936,2012,Controls engineer,EEE,Kohina,Seven Sisters,East
5937,2018,Electronics engineer,ECE,Gurgaon,Haryana,West
5938,2020,Aerospace engineer,MEC,Udaipur,Rajasthan,West
5939,2021,Land surveyor,CIV,Kolkata,West Bengal,East
5940,2019,Management consultant,MEC,Udaipur,Rajasthan,West
5941,2014,Software analyst,ECE,Raipur,Chattisgarh,Central
5942,2017,Computer network architect,CSE/IT,Pune,Maharashtra,Central
5943,2013,Field test engineer,ECE,Silchar,Seven Sisters,East
5944,2015,Instrumentation engineer,ECE,Amritsar,Punjab,North
5945,2021,Electrical project manager,EEE,Khammam,Telangana,South
5946,2011,Petroleum engineer,CHEM,Vadodara,Gujarat,West
5947,2021,Product engineer,CHEM,Vadodara,Gujarat,West
5948,2011,Electrical engineer,EEE,Gandhinagar,Gujarat,West
5949,2014,System architect,CSE/IT,Panaji,Goa,South
5950,2015,Product designer,MEC,Imphal,Seven Sisters,East
5951,2016,Product engineer,CHEM,Bengaluru,Karnataka,South
5952,2017,Hardware engineer,EEE,Jammu,Jammu and Kashmir,North
5953,2011,Web developer,CSE/IT,Mysore,Karnataka,South
5954,2014,Environmental engineer,CIV,Surat,Gujarat,West
5955,2013,UX designer,CSE/IT,Guwahati,Seven Sisters,East
5956,2012,Quality engineer,MEC,Madurai,Tamil Nadu,South
5957,2017,Petroleum engineer,CHEM,Bengaluru,Karnataka,South
5958,2019,Network planning engineer,ECE,Ahmedabad,Gujarat,West
5959,2016,Material engineer,CHEM,Gaya,Bihar,Central
5960,2020,Petroleum engineer,CHEM,Patna,Bihar,Central
5961,2019,UX designer,CSE/IT,Ranchi,Jharkhnad,Central
